restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g190454-d14087516,Blumenwiese,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Hohe Obere Donaustrasse 100 Donaukanal, Vienna 1020 Austria",48.21249,16.37803,Unclaimed,,#3579 of 3747 Restaurants in Vienna,#4004 of 4650 places to eat in Vienna,"Mid-range, Austrian, Vegetarian Friendly",€€-€€€,,,Austrian,Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",Y,N,N,,,,,3.0,94.0,English,23.0,5.0,5.0,3.0,4.0,6.0,3.5,2.5,2.5,,
g190454-d14092484,Hutterl Zur Kernigen,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Rotundenallee 15 Corner Rustenschacherallee, Vienna 1020 Austria",48.20914,16.4062,Unclaimed,,#3321 of 3747 Restaurants in Vienna,#3727 of 4650 places to eat in Vienna,"Austrian, European",,,,"Austrian, European",,,N,N,N,,,,,3.5,4.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g190454-d14095056,Ariston Hellenic Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Abt-Karl-Gasse 25, Vienna 1180 Austria",48.225925,16.340136,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#1 of 3747 Restaurants in Vienna,#2 of 4650 places to eat in Vienna,"Mid-range, Mediterranean, Greek, Grill",€€-€€€,€3-€19,"Lunch, Dinner, After-hours, Drinks","Mediterranean, Greek, Healthy, Grill","Vegetarian Friendly, Gluten Free Options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Wine and Beer",Y,N,Y,"{""Mon"": [""11:30-14:30"", ""17:30-23:00""], ""Tue"": [""11:30-14:30"", ""17:30-23:00""], ""Wed"": [""11:30-14:30"", ""17:30-23:00""], ""Thu"": [""11:30-14:30"", ""17:30-23:00""], ""Fri"": [""11:30-14:30"", ""17:30-23:00""], ""Sat"": [""11:30-14:30"", ""17:30-23:00""], ""Sun"": [""11:30-14:30"", ""17:30-23:00""]}",7.0,59.5,14.0,5.0,321.0,English,119.0,107.0,8.0,2.0,0.0,2.0,5.0,5.0,4.5,,"feta saganaki, galaktoboureko, gyro, lamb chops, baklava"
g190454-d14095100,Schoko Company,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Viennese Naschmarkt Stand 326 – 331, Vienna 1040 Austria",48.19792,16.36287,Unclaimed,,#2244 of 3747 Restaurants in Vienna,#2520 of 4650 places to eat in Vienna,"Austrian, Cafe, European",,,,"Austrian, Cafe, European",,,N,N,N,,,,,4.5,5.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g190454-d14095122,GO!Wien,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Fleischmarkt 1A, Vienna 1010 Austria",48.21138,16.37459,Claimed,,#106 of 3747 Restaurants in Vienna,#122 of 4650 places to eat in Vienna,"Mid-range, Austrian, Bar, International",€€-€€€,€5-€24,,"Austrian, Bar, International, European, Diner, Street Food, Central European","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-23:00""], ""Sat"": [""11:30-23:00""], ""Sun"": [""11:30-23:00""]}",7.0,80.5,7.0,4.5,166.0,English,22.0,6.0,10.0,2.0,2.0,2.0,4.5,4.5,4.0,,
g190454-d14099203,Die Kochdame,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wiedner Hauptstrasse 37, Vienna 1040 Austria",48.19417,16.36739,Unclaimed,,#3070 of 3747 Restaurants in Vienna,#3442 of 4650 places to eat in Vienna,"Austrian, International, European, Contemporary",,,,"Austrian, International, European, Contemporary, Healthy",,,N,N,N,,,,,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g190454-d14099237,Bürger Beisel,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wassergasse 36 Kreuzung Landstrasser Hauptstrasse, Vienna 1030 Austria",48.19996,16.39422,Unclaimed,,,,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [], ""Sun"": []}",5.0,60.0,5.0,,,,,,,,,,,,,,
g190454-d14100229,Peter Pane Wien,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Mariahilfer Strasse 127, Vienna 1060 Austria",48.195305,16.340054,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#520 of 3747 Restaurants in Vienna,#584 of 4650 places to eat in Vienna,"Mid-range, American, Bar, Vegetarian Friendly",€€-€€€,€5-€15,,"American, Bar","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.0,166.0,English,44.0,27.0,10.0,2.0,4.0,1.0,4.0,4.0,4.0,,
g190454-d14101743,Malu - Frozen Yogurt,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Museumsplatz 1 By the main Entrance to MuseumsQuartier, Vienna 1070 Austria",48.20353,16.35912,Unclaimed,,#151 of 156 Dessert Spots in Vienna,#3887 of 4650 places to eat in Vienna,"Dessert, Cafe",,,,Cafe,,,N,N,N,,,,,3.0,1.0,All languages,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g190454-d14101842,My Secret Garden,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Mariahilfer Strasse 45 1060, Vienna 1060 Austria",48.199413,16.355934,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#743 of 3747 Restaurants in Vienna,#839 of 4650 places to eat in Vienna,"Mid-range, Cafe, Asian, Thai",€€-€€€,€3-€12,,"Cafe, Asian, Thai, New Zealand, Malaysian","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""09:30-19:00""], ""Tue"": [""09:30-19:00""], ""Wed"": [""09:30-19:00""], ""Thu"": [""09:30-19:00""], ""Fri"": [""09:30-19:00""], ""Sat"": [""09:30-19:00""], ""Sun"": [""10:00-15:00""]}",7.0,62.0,7.0,4.5,37.0,English,16.0,14.0,2.0,0.0,0.0,0.0,4.5,4.0,4.5,,
g190454-d14110200,Midi Café & Bistrot,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wipplingerstrasse 30 Near Holmes Place, Vienna 1010 Austria",48.213528,16.367558,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#609 of 3747 Restaurants in Vienna,#688 of 4650 places to eat in Vienna,"Mid-range, French, Mediterranean, European",€€-€€€,€7-€13,,"French, European, Mediterranean, Diner, Healthy","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""08:30-22:00""], ""Tue"": [""08:30-22:00""], ""Wed"": [""08:30-22:00""], ""Thu"": [""08:30-22:00""], ""Fri"": [""08:30-22:00""], ""Sat"": [""09:30-23:00""], ""Sun"": [""09:30-23:00""]}",7.0,94.5,7.0,4.5,48.0,English,13.0,9.0,2.0,2.0,0.0,0.0,4.5,4.5,4.0,,
g190454-d1411732,Bierheuriger zum Gangl,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Alser Strasse 4, Vienna 1090 Austria",48.215252,16.353582,Claimed,,#2460 of 3747 Restaurants in Vienna,#2771 of 4650 places to eat in Vienna,"Mid-range, German, Austrian, Bar",€€-€€€,,"Lunch, Dinner, After-hours","German, Austrian, Bar, International, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""09:00-00:00""], ""Tue"": [""09:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-00:00""], ""Sat"": [""10:00-00:00""], ""Sun"": [""10:00-00:00""]}",7.0,103.0,7.0,3.5,95.0,English,27.0,5.0,13.0,2.0,2.0,5.0,3.5,3.0,3.5,4.0,
g190454-d14122786,Landtmann Das Bootshaus,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"An der unteren Alten Donau 61, Vienna 1220 Austria",48.231995,16.434076,Claimed,,#113 of 265 Coffee & Tea in Vienna,#1672 of 4650 places to eat in Vienna,"Mid-range, Bakeries, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch, Drinks",,Vegetarian Friendly,"Gift Cards Available, Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards",Y,N,N,"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",7.0,85.5,7.0,3.5,126.0,English,5.0,1.0,2.0,2.0,0.0,0.0,3.5,4.0,3.0,,
g190454-d14122984,Sechshauserwirt,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Sechshauserstrasse, Vienna 1150 Austria",48.18708,16.32952,Unclaimed,,#3297 of 3747 Restaurants in Vienna,#3699 of 4650 places to eat in Vienna,,,,,,,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g190454-d14123551,Konya Sofrasi Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Thaliastrasse 9, Vienna 1160 Austria",48.2087,16.33664,Unclaimed,,#3030 of 4650 places to eat in Vienna,,"Mid-range, Mediterranean, Turkish, Middle Eastern",€€-€€€,€5-€16,,"Mediterranean, Turkish, Middle Eastern",,Reservations,N,N,N,,,,,4.0,5.0,All languages,5.0,4.0,0.0,0.0,0.0,1.0,,,,,
g190454-d14125747,Apron,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Am Heumarkt 35, Vienna 1030 Austria",48.199635,16.376957,Claimed,"Travellers' Choice, Michelin 2020 for One Michelin Star: High quality cooking, worth a stop!, Michelin 2020 for Comfortable restaurant",#5 of 3747 Restaurants in Vienna,#8 of 4650 places to eat in Vienna,"Fine Dining, Austrian, International, European",€€€€,€16-€32,,"Austrian, European, Central European, International, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""17:30-22:00""], ""Wed"": [""17:30-22:00""], ""Thu"": [""17:30-22:00""], ""Fri"": [""17:30-22:00""], ""Sat"": [""17:30-22:00""], ""Sun"": []}",5.0,22.5,5.0,5.0,167.0,English,46.0,40.0,3.0,2.0,1.0,0.0,5.0,5.0,4.5,,"amuse bouche, bread, great evening, brought to the table, visit vienna"
g190454-d14129200,Schweden Espresso,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Laurenzerberg 5, Vienna 1010 Austria",48.21111,16.37827,Unclaimed,,#3628 of 3747 Restaurants in Vienna,#4060 of 4650 places to eat in Vienna,"Cheap Eats, Cafe",€,,,Cafe,,,N,N,N,,,,,2.5,3.0,English,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g190454-d14131173,Café Zehnsiebzig,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Burggasse 68, Vienna 1070 Austria",48.204376,16.34759,Claimed,,#901 of 3747 Restaurants in Vienna,#1016 of 4650 places to eat in Vienna,"Mid-range, Bar, Cafe, European",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch, Drinks","Cafe, Bar, European, Pub, Croatian",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""09:00-23:00""], ""Tue"": [""09:00-23:00""], ""Wed"": [""09:00-23:00""], ""Thu"": [""09:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",7.0,98.0,7.0,4.5,26.0,English,17.0,14.0,2.0,1.0,0.0,0.0,4.5,5.0,4.5,,
g190454-d14132446,Eloa by Cohen's,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Gertrude-Froehlich-Sandner-Strasse 3/2 By Vienna Central Station, Vienna 1100 Austria",48.186344,16.378023,Claimed,,#958 of 3747 Restaurants in Vienna,#1079 of 4650 places to eat in Vienna,"Mid-range, International, Grill, Middle Eastern",€€-€€€,€5-€19,,"International, Grill, Middle Eastern",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""16:00-22:00""], ""Sun"": []}",6.0,66.0,6.0,4.5,23.0,English,6.0,4.0,2.0,0.0,0.0,0.0,4.5,4.0,4.5,,
g190454-d14133610,Cafe Frida,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Payergasse 12, Vienna 1160 Austria",48.213936,16.336437,Unclaimed,,#1105 of 3747 Restaurants in Vienna,#1238 of 4650 places to eat in Vienna,"Mid-range, Cafe, Vegetarian Friendly, Vegan Options",€€-€€€,,"Breakfast, Lunch, Dinner",Cafe,"Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""09:00-00:00""], ""Tue"": [""09:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-00:00""], ""Sat"": [""09:00-00:00""], ""Sun"": [""09:00-00:00""]}",7.0,105.0,7.0,4.5,19.0,English,3.0,2.0,1.0,0.0,0.0,0.0,4.5,5.0,4.5,,
g190454-d14134038,Allgemein Das Kaffehaus,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wolkersbergenstrasse 20, Vienna 1130 Austria",48.16925,16.278908,Unclaimed,,#196 of 265 Coffee & Tea in Vienna,#2759 of 4650 places to eat in Vienna,"Bakeries, Austrian, African, Cafe",,,,"Austrian, African, Cafe, European, Ethiopian",,,N,N,N,,,,,4.5,4.0,All languages,4.0,2.0,1.0,1.0,0.0,0.0,,,,,
g190454-d14136407,Lucky Star,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Simmeringer Hauptstrasse 105, Vienna 1110 Austria",48.17477,16.41607,Unclaimed,,#2687 of 3747 Restaurants in Vienna,#3022 of 4650 places to eat in Vienna,"Chinese, Sushi",,,,"Chinese, Sushi",,,N,N,N,,,,,5.0,2.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g190454-d14136458,MaiKai Entertainment,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Neubauguertel 41-47 Top Floor Lugner city Entertainment Geschoß, Vienna 1150 Austria",48.20399,16.336552,Claimed,,#2493 of 3747 Restaurants in Vienna,#2805 of 4650 places to eat in Vienna,"Cheap Eats, Chinese, Indian, Asian",€,€4-€9,"Lunch, Dinner","Chinese, Indian, Asian, Thai, Vietnamese",,,N,N,N,"{""Mon"": [""11:30-00:00""], ""Tue"": [""11:30-00:00""], ""Wed"": [""11:30-00:00""], ""Thu"": [""11:30-00:00""], ""Fri"": [""11:30-00:00""], ""Sat"": [""11:30-00:00""], ""Sun"": [""11:30-00:00""]}",7.0,87.5,7.0,5.0,3.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g190454-d14136833,Kalami Delikatessen,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Naschmarkt 654, Vienna 1060 Austria",48.197258,16.360561,Unclaimed,,#3248 of 3747 Restaurants in Vienna,#3642 of 4650 places to eat in Vienna,"Cheap Eats, Indian, Thai, Arabic",€,€3-€10,,"Indian, Thai, Arabic",,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g190454-d14139184,Restaurant Panorama Schenke,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Filmteichstrasse 5 Hotel Eitljorg, Vienna 1100 Austria",48.15137,16.40647,Unclaimed,,#2095 of 3747 Restaurants in Vienna,#2354 of 4650 places to eat in Vienna,"Austrian, European",,,,"Austrian, European",,,N,N,N,,,,,4.5,6.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g190454-d14139251,Little india,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Koppstraße, Vienna Austria",48.206455,16.33492,Unclaimed,,#2529 of 3747 Restaurants in Vienna,#2847 of 4650 places to eat in Vienna,Indian,,,,Indian,,,N,N,N,,,,,4.5,3.0,All languages,3.0,2.0,1.0,0.0,0.0,0.0,,,,,
g190454-d14139304,Little India,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Koppstrasse 10 OPPOSITE , POSAMENTIR, Koppstrasse 10, Vienna 1160 Austria",48.20644,16.334972,Claimed,,#622 of 3747 Restaurants in Vienna,#703 of 4650 places to eat in Vienna,"Mid-range, Indian, Vegetarian Friendly, Vegan Options",€€-€€€,€4-€13,,Indian,"Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-14:30"", ""17:30-10:30""], ""Tue"": [""11:00-14:30"", ""17:30-10:30""], ""Wed"": [""11:00-14:30"", ""17:30-10:30""], ""Thu"": [""11:00-14:30"", ""17:30-10:30""], ""Fri"": [""11:00-14:30"", ""17:30-10:30""], ""Sat"": [""11:00-14:30"", ""17:30-10:30""], ""Sun"": [""17:30-10:30""]}",7.0,140.0,13.0,5.0,28.0,English,15.0,15.0,0.0,0.0,0.0,0.0,5.0,4.5,4.5,,
g190454-d14149398,MiS Kebab,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Davidgasse 92 -/94, Vienna 1100 Austria",48.17544,16.35672,Unclaimed,,#3432 of 3747 Restaurants in Vienna,#3847 of 4650 places to eat in Vienna,"Cheap Eats, Turkish",€,,,Turkish,,"Takeout, Reservations",N,N,N,,,,,3.0,8.0,English,1.0,0.0,0.0,0.0,0.0,1.0,,,,,
g190454-d14152945,Gumpendorfer Stube,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Fillgradergasse 9, Vienna 1060 Austria",48.199654,16.358442,Claimed,,#1490 of 3747 Restaurants in Vienna,#1671 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Central European",€€-€€€,€4-€18,,"Austrian, European, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-21:00""], ""Tue"": [""11:00-21:00""], ""Wed"": [""11:00-21:00""], ""Thu"": [""11:00-21:00""], ""Fri"": [""11:00-21:00""], ""Sat"": [], ""Sun"": []}",5.0,50.0,5.0,4.5,20.0,English,9.0,6.0,3.0,0.0,0.0,0.0,4.5,5.0,5.0,,
g190454-d14157562,Il Campanile,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Albert-Schweitzer-Gasse 6 im Auhof Center, Vienna 1140 Austria",48.20764,16.21854,Unclaimed,,#2799 of 3747 Restaurants in Vienna,#3142 of 4650 places to eat in Vienna,"Mid-range, Italian",€€-€€€,,"Lunch, Dinner",Italian,,,N,N,N,"{""Mon"": [""10:00-22:00""], ""Tue"": [""10:00-22:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""10:00-22:00""], ""Sun"": [""10:00-22:00""]}",7.0,84.0,7.0,3.5,6.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g190454-d14159871,MOMO Pizza Gourmet,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Kirchengasse 35, Vienna 1070 Austria",48.203625,16.351461,Claimed,,#47 of 3747 Restaurants in Vienna,#56 of 4650 places to eat in Vienna,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€5-€13,,"Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""12:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""17:00-23:00""]}",7.0,72.0,7.0,4.5,290.0,English,109.0,91.0,9.0,3.0,0.0,6.0,4.5,4.5,4.5,,"pizza, smoked tuna, antipasti, salad, aperol spritz"
g190454-d14174793,Wieninger am Nussberg,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Eichelhofweg 125, Vienna 1190 Austria",48.26775,16.34751,Unclaimed,,#3556 of 3747 Restaurants in Vienna,#3980 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Wine Bar",€€-€€€,,,,,,N,N,N,"{""Mon"": [""15:00-22:00""], ""Tue"": [""15:00-22:00""], ""Wed"": [""15:00-22:00""], ""Thu"": [""15:00-22:00""], ""Fri"": [""12:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""11:00-22:00""]}",7.0,60.0,7.0,3.0,16.0,English,3.0,0.0,1.0,2.0,0.0,0.0,3.5,3.0,3.0,,
g190454-d14176824,DonnauDelta,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Sechshauser Guertel 7, Vienna 1150 Austria",48.1891,16.33767,Unclaimed,,,,"German, Austrian, European",,,,"German, Austrian, European",,,N,N,N,,,,,,,,,,,,,,,,,,
g190454-d14177957,Schelato,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Schleifmuehlgasse 11, Vienna 1040 Austria",48.19715,16.3652,Claimed,,#153 of 265 Coffee & Tea in Vienna,#2193 of 4650 places to eat in Vienna,"Cheap Eats, Dessert, Deli",€,€2-€16,,Deli,,,N,N,N,,,,,4.5,7.0,English,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
g190454-d1418007,Lobsterdock,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Karlsplatz 5, Vienna 1010 Austria",48.2005,16.37152,Unclaimed,,#3135 of 3747 Restaurants in Vienna,#3514 of 4650 places to eat in Vienna,"Mid-range, Seafood",€€-€€€,,,Seafood,,,N,N,N,,,,,3.0,6.0,English,2.0,0.0,0.0,0.0,2.0,0.0,,,,,
g190454-d14180822,Family and Friends,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Praterstrasse 20, Vienna 1020 Austria",48.21361,16.38308,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#17 of 3747 Restaurants in Vienna,#21 of 4650 places to eat in Vienna,"Mid-range, Austrian, International, European",€€-€€€,€6-€23,,"Austrian, International, European, Diner, Street Food, Central European, Contemporary",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-23:00""], ""Sat"": [""11:30-23:00""], ""Sun"": [""11:30-23:00""]}",7.0,80.5,7.0,4.5,214.0,English,15.0,12.0,2.0,1.0,0.0,0.0,4.5,5.0,4.5,,
g190454-d14181099,Edelschimmel,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Servitengasse 5, Vienna 1090 Austria",48.21988,16.36415,Claimed,,#1879 of 3747 Restaurants in Vienna,#2115 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Wine Bar",€€-€€€,€7-€12,"Lunch, Dinner","Austrian, European, Wine Bar",,,N,N,N,"{""Mon"": [], ""Tue"": [""16:00-22:00""], ""Wed"": [""12:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""10:00-22:00""], ""Sun"": []}",5.0,52.0,5.0,4.5,8.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g190454-d14189214,Dorfwirt,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Liesingbachstrasse 75, Vienna 1100 Austria",48.13631,16.39864,Unclaimed,,,,"Austrian, European, Diner",,,,"Austrian, European, Diner",,,N,N,N,,,,,,,,,,,,,,,,,,
g190454-d14189477,Restaurant Europahaus,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Linzerstr. 429, Vienna 1140 Austria",48.20371,16.25316,Claimed,,#1745 of 3747 Restaurants in Vienna,#1967 of 4650 places to eat in Vienna,Mid-range,€€-€€€,,"Lunch, Dinner, Brunch",,,"Reservations, Table Service, Seating",N,N,N,"{""Mon"": [], ""Tue"": [""10:30-18:30""], ""Wed"": [""10:30-18:30""], ""Thu"": [""10:30-18:30""], ""Fri"": [""10:30-18:30""], ""Sat"": [""10:30-18:30""], ""Sun"": []}",5.0,40.0,5.0,4.5,15.0,English,3.0,3.0,0.0,0.0,0.0,0.0,5.0,4.5,5.0,,
g190454-d14193104,Bäckerei Felber,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Prager Strasse 286, Vienna 1210 Austria",48.29435,16.37956,Unclaimed,,#63 of 72 Bakeries in Vienna,#3643 of 4650 places to eat in Vienna,Bakeries,,,,,,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g190454-d14195554,Panino E Vino,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Schonbrunnerstrasse 91, Vienna 1050 Austria",48.18952,16.352457,Unclaimed,,#3613 of 3747 Restaurants in Vienna,#4043 of 4650 places to eat in Vienna,Italian,,,"Lunch, Dinner",Italian,,,N,N,N,"{""Mon"": [], ""Tue"": [""12:00-20:00""], ""Wed"": [""12:00-20:00""], ""Thu"": [""12:00-20:00""], ""Fri"": [""12:00-20:00""], ""Sat"": [""12:00-20:00""], ""Sun"": []}",5.0,40.0,5.0,5.0,6.0,English,3.0,2.0,1.0,0.0,0.0,0.0,,,,,
